date,open,high,low,close,volume,oi,store_name,category_name,zip_code,availability,sum_cpi,count_cpi,TRUE,Amazon Marketplace,"D1_PAINT, SUNDRIES AND CLEANING"
06/11/1986,158.1,160.08,158.1,160.04,1249000,0,Walmart Marketplace,DW_WINTER GOODS,69953,FALSE,150336,1296,,,
06/12/1986,160.04,161.04,159.95,160.37,1301000,0,Menards,"D1_PAINT, SUNDRIES AND CLEANING",62687,TRUE,145743,1313,,,
06/13/1986,160.37,162.53,160.33,162.35,1393000,0,Home Depot,D8_AUTOMOTIVE / SPORTING GOODS /,63027,TRUE,208864,1952,,,
06/16/1986,162.35,162.93,160.63,160.8,1184000,0,Walmart Marketplace,D6_HOUSEWARES,42216,TRUE,114450,1526,,,
06/17/1986,160.8,161.21,158.43,158.57,1191000,0,Sears Marketplace,D6_HOUSEWARES,59413,TRUE,213556,1841,,,
06/18/1986,158.57,158.66,156.87,158.48,1254000,0,Sears Marketplace,D9_CHRISTMAS,7478,TRUE,98523,1107,,,
06/19/1986,158.48,160.14,158.29,159.28,1113000,0,Petco,"D1_PAINT, SUNDRIES AND CLEANING",65550,TRUE,124944,1096,,,
06/20/1986,159.28,159.71,158.29,159.59,1276000,0,Tractor Supply,"D1_PAINT, SUNDRIES AND CLEANING",35354,FALSE,135996,1619,,,
06/23/1986,159.59,160.58,159.35,159.55,1135000,0,Sears Marketplace,D9_CHRISTMAS,4983,FALSE,117840,1473,,,
06/24/1986,159.55,161.1,159.43,160.8,1129000,0,Grainger,D5_HARDWARE,10006,TRUE,134433,1149,,,
06/25/1986,160.8,162.52,160.8,162,1242000,0,Home Depot,D8_AUTOMOTIVE / SPORTING GOODS /,28037,FALSE,89984,1184,,,
06/26/1986,162,162.26,161.38,161.72,1383000,0,Tractor Supply,D5_HARDWARE,55737,TRUE,200121,1627,,,
06/27/1986,161.72,162.05,161.21,161.62,1285000,0,Home Depot,D4_PLUMBING,3374,FALSE,115800,1544,,,
06/30/1986,161.62,163.07,161.54,162.62,1213000,0,WalMart,D3_ELECTRICAL,18912,TRUE,163115,1615,,,
07/01/1986,162.62,163.62,162.62,163.32,1328000,0,Walmart Marketplace,D3_ELECTRICAL,8185,FALSE,173994,1851,,,
07/02/1986,163.32,164.2,163.32,163.96,1363000,0,Grainger,D8_AUTOMOTIVE / SPORTING GOODS /,35448,FALSE,196800,1640,,,
07/03/1986,163.96,164.56,163.6,164.51,1040000,0,Tractor Supply,"D1_PAINT, SUNDRIES AND CLEANING",50516,TRUE,108924,1252,,,
07/07/1986,164.51,164.54,157.59,157.63,1121000,0,Do it Best,D4_PLUMBING,34400,TRUE,167240,1480,,,
07/08/1986,157.63,157.63,152.43,153.26,1372000,0,Petco,D8_AUTOMOTIVE / SPORTING GOODS /,34973,FALSE,171808,1888,,,
07/09/1986,153.26,155.65,153.17,155.41,1202000,0,Amazon Marketplace,DW_WINTER GOODS,30846,TRUE,180384,1879,,,
07/10/1986,155.41,156.35,153.15,154.29,1073000,0,Sears Marketplace,D3_ELECTRICAL,4518,FALSE,206082,1926,,,
07/11/1986,154.29,154.45,152.73,152.85,1046000,0,WalMart,D8_AUTOMOTIVE / SPORTING GOODS /,47556,TRUE,99510,1070,,,
07/14/1986,152.85,152.92,149.01,149.29,1086000,0,Home Depot,D4_PLUMBING,40218,FALSE,165292,1922,,,
07/15/1986,149.29,149.29,145.32,146.26,1327000,0,Petco,D9_CHRISTMAS,56455,TRUE,203216,1954,,,
07/16/1986,146.26,148.45,146.26,147.4,1158000,0,Sears Marketplace,D4_PLUMBING,47303,TRUE,125019,1437,,,
07/17/1986,147.4,148.75,147.26,148.46,1122000,0,Sears Marketplace,"D1_PAINT, SUNDRIES AND CLEANING",50261,TRUE,175539,1929,,,
07/18/1986,148.46,148.52,146.48,147.76,1109000,0,Menards,D6_HOUSEWARES,28227,TRUE,116737,1091,,,
07/21/1986,147.76,147.95,146.79,147.07,817600,0,Petco,D3_ELECTRICAL,49485,FALSE,212890,1745,,,
07/22/1986,147.07,148.16,146.59,147.4,958500,0,Amazon,D9_CHRISTMAS,39111,FALSE,106050,1010,,,
07/23/1986,147.4,148.01,147.12,147.18,1016000,0,Sears Marketplace,"D1_PAINT, SUNDRIES AND CLEANING",28456,TRUE,188256,1696,,,
07/24/1986,147.18,148.15,146.98,147.28,1135000,0,Walmart Marketplace,D9_CHRISTMAS,53975,FALSE,136800,1800,,,
07/25/1986,147.28,148.41,147.28,148.26,950400,0,Walmart Marketplace,D3_ELECTRICAL,28209,TRUE,87561,1081,,,
07/28/1986,148.26,148.74,145.21,145.51,891300,0,WalMart,DW_WINTER GOODS,27553,TRUE,130964,1129,,,
07/29/1986,145.51,145.57,144.04,144.21,977200,0,Amazon,D6_HOUSEWARES,54723,TRUE,152368,1712,,,
07/30/1986,144.21,144.67,142.73,144.52,1031000,0,Orchard Supply,D3_ELECTRICAL,63583,TRUE,171496,1768,,,
07/31/1986,144.59,145.61,144.57,144.71,986400,0,Sears Marketplace,D4_PLUMBING,59396,FALSE,205320,1770,,,
08/01/1986,144.71,145.76,144.01,144.19,993700,0,Grainger,D6_HOUSEWARES,22283,TRUE,109820,1156,,,
08/04/1986,144.19,144.19,141.65,142.52,814200,0,Sears,D8_AUTOMOTIVE / SPORTING GOODS /,55535,TRUE,111496,1267,,,
08/05/1986,142.52,142.91,141.75,141.86,1019000,0,Sears,D6_HOUSEWARES,20305,TRUE,89675,1055,,,
08/06/1986,141.86,141.86,140.3,140.54,937400,0,Sears,DW_WINTER GOODS,11005,FALSE,180047,1513,,,
08/07/1986,140.54,141.47,140.18,140.7,1016000,0,Petco,D2_HAND AND POWER TOOLS,44507,FALSE,191090,1970,,,
08/08/1986,140.7,142.55,140.7,142.29,1001000,0,Walmart Marketplace,D5_HARDWARE,68933,FALSE,86818,1046,,,
08/11/1986,142.29,145.51,142.29,145.44,941500,0,Sears Marketplace,D9_CHRISTMAS,54425,FALSE,109515,1043,,,
08/12/1986,145.44,147.32,145.44,147.06,1106000,0,Do it Best,"D1_PAINT, SUNDRIES AND CLEANING",42805,FALSE,154380,1660,,,
08/13/1986,147.06,149.45,147.06,148.84,1213000,0,Amazon,D2_HAND AND POWER TOOLS,13608,FALSE,151208,1844,,,
08/14/1986,148.84,150.14,148.63,149.99,1108000,0,Tractor Supply,D4_PLUMBING,66098,FALSE,173106,1467,,,
08/15/1986,150.01,150.3,149.18,149.57,987700,0,Amazon Marketplace,D3_ELECTRICAL,32029,TRUE,129328,1096,,,
08/18/1986,149.57,150.07,148.83,149.07,854000,0,Walmart Marketplace,D9_CHRISTMAS,59548,TRUE,216008,1742,,,
08/19/1986,149.07,149.09,147.98,148.6,1114000,0,Walmart Marketplace,D5_HARDWARE,30144,TRUE,168360,1464,,,
08/20/1986,148.6,149.9,148.46,149.76,1139000,0,Walmart Marketplace,D2_HAND AND POWER TOOLS,15797,FALSE,164840,1585,,,
08/21/1986,149.76,150.65,149.46,150.01,1119000,0,Sears Marketplace,D6_HOUSEWARES,28888,TRUE,207756,1791,,,
08/22/1986,150.01,151.26,149.69,150.95,1013000,0,Lowes,D9_CHRISTMAS,31131,TRUE,171720,1431,,,
08/25/1986,150.95,151.12,149.77,149.91,748000,0,Petco,D3_ELECTRICAL,67433,TRUE,234112,1984,,,
